OBJECTID,GID,RR_ABRVN,RR_COMPANY,RR_STATUS,RR_TYP,RR_NBR,GRID_OP,CREATE_DT,CREATE_NM,EDIT_DT,EDIT_NM,SHAPE_Length,WKT
207,129,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.007860938968213545,"MULTILINESTRING ((-95.34678758799998 29.766813461000027, -95.34721358199994 29.765827693000062, -95.34730724799994 29.76564535500006, -95.34741497899995 29.765469022000048, -95.34756072999994 29.765268312000046, -95.34772862999995 29.765074424000034, -95.34880145299996 29.764010738000025, -95.34892999199997 29.763864513000044, -95.34904386999995 29.76369660100005, -95.34913529999994 29.763512607000052, -95.34919927699997 29.763320003000047, -95.34923451899994 29.76312458800004, -95.34940282699995 29.761556623000047, -95.34943704399996 29.761122448000037, -95.34945015299996 29.760794187000045, -95.34945224899997 29.760465709000073, -95.34944390399994 29.760149639000076, -95.34942315799998 29.75978030300007))"
208,130,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.004832991820162704,"MULTILINESTRING ((-95.31681292299999 29.765002612000046, -95.31664507099998 29.76490687300003, -95.31650599799997 29.764801485000078, -95.31638546099998 29.764679940000065, -95.31628405899994 29.764541687000076, -95.31620672899999 29.764392056000077, -95.31615508099998 29.76423420800006, -95.31613023599994 29.76407152300004, -95.31613266599999 29.763907377000066, -95.31616418599998 29.763738645000046, -95.31622456099996 29.763575987000024, -95.31713318399994 29.76178191500003, -95.31719737799995 29.761674921000065, -95.31727718199994 29.761576237000043, -95.31752317799999 29.761358006000023, -95.31765656999994 29.761217979000037, -95.31775643999998 29.76108941500007, -95.31784538499994 29.760948708000058))"
209,131,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.017802343593998238,"MULTILINESTRING ((-95.27826240399997 29.76651891700004, -95.27815978199999 29.760812402000056, -95.27816432699996 29.760705397000038, -95.27818096199996 29.760599299000035, -95.27823844199997 29.76041963800003, -95.27833051099998 29.76025129900006, -95.27845440099998 29.76009927100006, -95.27860640699998 29.759968127000036, -95.27871241899999 29.759899278000034, -95.27882621999998 29.759840676000067, -95.27979310199999 29.759428417000038, -95.27992671499999 29.75936266700006, -95.28004810399995 29.759285426000076, -95.28015843599997 29.759196452000026, -95.28025626999994 29.759096963000047, -95.28034031199996 29.75898828700008, -95.28040937599997 29.758871873000032, -95.28046257499994 29.758749253000076, -95.28050037399998 29.758616749000055, -95.28051612099995 29.758519367000076, -95.28052217799996 29.75841569100004, -95.28050742399995 29.755295382000043, -95.28052859299999 29.75518704700005, -95.28057927699996 29.755080769000074, -95.28065650699995 29.75498744300006, -95.28075616099994 29.75491202300003, -95.28086914799997 29.754837474000055, -95.28096980499998 29.754754243000036, -95.28105938199997 29.75466189200006, -95.28113844299997 29.754559175000054, -95.28120250299997 29.754451876000076, -95.28125270499999 29.754339092000066, -95.28128841899996 29.75422218500006, -95.28130954999995 29.754099840000038, -95.28131496899994 29.753984444000025, -95.281254903 29.750237345000073))"
210,132,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.023215737639743505,"MULTILINESTRING ((-95.00768530999994 29.748252222000076, -95.00826348599998 29.74819612400006, -95.01483515599995 29.748022587000037, -95.01499886 29.748006774000032, -95.01515760899997 29.747968463000063, -95.01530733299995 29.747908567000025, -95.01544423599995 29.74782865700007, -95.01556479299995 29.74773074500007, -95.01566599199998 29.747617347000073, -95.01574525099994 29.747491367000066, -95.01580184399995 29.747351475000073, -95.01583087299997 29.74720998300006, -95.01583373099999 29.747066290000078, -95.01581033799994 29.74692402200003, -95.01576132199995 29.746786803000077, -95.01568790899995 29.74665814900004, -95.01559197499995 29.746541308000076, -95.01547593599997 29.74643932200007, -95.01533826599996 29.746352281000043, -95.01264672299999 29.74493032500004, -95.01224079199994 29.744809324000073, -95.01194119499996 29.74478460100005, -95.01162183799994 29.74465191300004, -95.00827025999996 29.742842464000034, -95.00817779599998 29.74277909700004, -95.00809397199998 29.74269963900008, -95.00802927499996 29.74261396000003, -95.00797860599994 29.742515437000066, -95.00794832699995 29.742416277000075, -95.00793621699995 29.74231420600006, -95.007940981 29.742222472000037, -95.00796845299999 29.742073781000045, -95.00796190199998 29.741972273000044, -95.00794398399995 29.74190989600004, -95.00791297599994 29.74184572100006, -95.00787070999996 29.74178664300007, -95.00781826099995 29.741734160000078, -95.00769924799994 29.741658899000072, -95.00594519499998 29.740873511000075, -95.00582919799996 29.740812643000027, -95.00572124299998 29.740736866000077, -95.005630237 29.74065314300003, -95.00555091099994 29.74055740700004, -95.00548701399998 29.740453242000058, -95.00543969799998 29.74034256400006, -95.00540981999995 29.74022733000004, -95.00539789599998 29.740109631000053, -95.00541011299998 29.739953505000074, -95.005453876 29.739801706000037, -95.00589785499994 29.73886057900006))"
214,136,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.004011477281314923,"MULTILINESTRING ((-95.32691077699997 29.75891302900004, -95.32763674299997 29.75749110000004, -95.32768881599998 29.757372202000056, -95.32772656299994 29.75724607400008, -95.32774808599999 29.757117034000032, -95.32775310199997 29.756986737000034, -95.32774203599996 29.756859819000056, -95.32771445999998 29.75673167800005, -95.32767083099998 29.75660699100007, -95.32761165199997 29.756487271000026, -95.32749114799998 29.75631523000004, -95.32733618899994 29.756161509000037, -95.326568394 29.75561949300004))"
216,138,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.016574615380633463,"MULTILINESTRING ((-95.34023801599994 29.752252558000066, -95.34004657299994 29.752454594000028, -95.33987297099998 29.752616682000053, -95.33944139799996 29.753017914000054, -95.33903191399997 29.75343637800006, -95.33872444399998 29.753778760000046, -95.33788268999996 29.754759584000055, -95.33689928599995 29.755809416000034, -95.33678222199995 29.75589960600007, -95.33664444899995 29.755963853000026, -95.33651201499998 29.755996157000027, -95.33637478699995 29.756004292000057, -95.33468254199994 29.755908471000055, -95.33457861899996 29.755916306000074, -95.33447076699997 29.755937044000063, -95.33436709299997 29.755970223000077, -95.33426941799996 29.756015235000064, -95.33415164199994 29.756092205000073, -95.33405524799997 29.75618204400007, -95.33306986899998 29.757344672000045, -95.33291568599998 29.757500900000025, -95.33274067399998 29.757632950000072, -95.33254120399994 29.757743479000055, -95.33232983 29.757825593000064, -95.33210222199995 29.75788091900006, -95.33187264399999 29.757906056000024, -95.33163641599998 29.757901462000063, -95.33140836899997 29.75786743900005, -95.33116109799994 29.75779495100005, -95.33092658499999 29.757685870000046, -95.32888094299994 29.756446278000055, -95.32870280999998 29.756344401000035, -95.32851862399997 29.756251044000066, -95.32832890799995 29.756166559000064, -95.32812841299994 29.75608907700007, -95.32791739199996 29.75601970100007, -95.326568394 29.75561949300004))"
219,141,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.010871098660334333,"MULTILINESTRING ((-95.00545844299995 29.73474062500003, -95.00555558399998 29.734941938000077, -95.00562170499995 29.73513624700007, -95.00566284799999 29.735339487000033, -95.00567703399997 29.73554549800008, -95.00566361599994 29.73575523900007, -95.00562319699998 29.735958587000027, -95.00555495499998 29.736160020000057, -95.00546210499994 29.736349847000042, -95.00536981299996 29.736494848000063, -95.00070108099999 29.743093615000078, -95.00063701299996 29.743193920000067, -95.00058346099996 29.743298822000042, -95.00054084599998 29.743407442000034, -95.00050945699996 29.74351897400004, -95.00048964999996 29.743632494000053, -95.00048148999997 29.74374711400003, -95.00048508599997 29.743861896000055, -95.00050014999994 29.743978319000064))"
220,142,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.003821918621495093,"MULTILINESTRING ((-95.29303419799999 29.755832633000068, -95.29289045899998 29.755641033000074, -95.29276059199998 29.755485461000035, -95.29261501099995 29.75533002700007, -95.29245732699997 29.755180128000063, -95.29089424899996 29.75391206100005, -95.29071446499995 29.753756709000072, -95.29054735799997 29.753590965000058, -95.29038820399995 29.75340881900007, -95.29025246799995 29.753233652000063))"
224,146,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0056282075095668,"MULTILINESTRING ((-95.30989506599997 29.75156058600004, -95.31013324599996 29.75163090600006, -95.31034362899999 29.751723171000037, -95.31053928399996 29.75184327900007, -95.31070988999994 29.751984916000026, -95.31083811799994 29.752125185000068, -95.31094480999997 29.752278542000056, -95.31122071799996 29.752835237000056, -95.31131317199998 29.75300503400007, -95.31141933299995 29.753163590000042, -95.31154035399999 29.75331379900007, -95.31167543999999 29.753454598000076, -95.31182358399997 29.753584997000075, -95.31198374699994 29.753704097000025, -95.31215483899996 29.753811029000076, -95.31233560099997 29.75390503400007, -95.31263615199998 29.754025092000063, -95.31294732499998 29.754108547000044, -95.31441001499996 29.75433556100006))"
226,148,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.013259210395872746,"MULTILINESTRING ((-95.30989506599997 29.75156058600004, -95.311558473 29.751517983000042, -95.31175554799995 29.751492232000032, -95.31194516999994 29.751438808000046, -95.31209178599994 29.75137521000005, -95.31223011499998 29.75129312100006, -95.31235179299995 29.75119751400007, -95.31245978899994 29.751086024000074, -95.31254758299997 29.750965422000036, -95.31261731499995 29.75083273200005, -95.31266559499994 29.750692963000063, -95.31269148299998 29.75054876200005, -95.31272160099996 29.75024625800006, -95.31274921999994 29.750157337000076, -95.31284235899994 29.749945143000048, -95.31297108599995 29.749744321000037, -95.31312302299995 29.749570506000055, -95.31330340699998 29.749414667000053, -95.31350689699997 29.74928228500005, -95.31372951499998 29.749175913000045, -95.31471737699997 29.74877953600003, -95.31490079799994 29.74871286000007, -95.31524016099996 29.748618187000034, -95.31559245299997 29.748556050000047, -95.31595673699996 29.748528028000067, -95.31731630499996 29.74850854700003, -95.31745181399998 29.748522992000062, -95.31758387799994 29.748553082000058, -95.31771018499995 29.748598266000045, -95.31782843099995 29.748657774000037, -95.317968496 29.748756189000062, -95.318082942 29.748870169000043, -95.31817637399996 29.749004245000037, -95.31823967899999 29.749145358000078, -95.31906671499996 29.75230447200005))"
228,150,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.00750872911695168,"MULTILINESTRING ((-95.28415168699996 29.75022249500006, -95.28182629799994 29.74823078000003, -95.28167977799995 29.748092452000037, -95.28154297599997 29.747941609000065, -95.28141756799994 29.74777854900003, -95.28130526099994 29.747603766000054, -95.28121126099995 29.747425364000037, -95.28113229499996 29.74723721400005, -95.28107205299995 29.74704801200005, -95.28102845999996 29.746851286000037, -95.28100321299996 29.746652108000035, -95.28099642999996 29.746451826000055, -95.28102702199999 29.744030578000036))"
236,158,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.0020204169616703646,"MULTILINESTRING ((-96.78424727399994 32.73722882900006, -96.78442026499994 32.73707402200006, -96.78461652799996 32.73695239700004, -96.78603478399998 32.73630898500005))"
237,159,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.011434241460748156,"MULTILINESTRING ((-95.41337159299997 30.06558073000008, -95.41324896999998 30.065291080000065, -95.41311553199995 30.06503811400006, -95.41151123899994 30.062479835000033, -95.41140102699995 30.06227468700007, -95.41131163199998 30.062056280000036, -95.41126239 30.06189472500006, -95.40969015599995 30.055899413000077, -95.40964755799996 30.05566223900007, -95.40962877199996 30.055417275000025, -95.40963516399995 30.055171820000055, -95.40966669499994 30.054927835000058))"
238,160,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.00032524144362454046,"MULTILINESTRING ((-95.40966669499994 30.054927835000058, -95.40973925599997 30.054610791000073))"
239,161,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.011221912398846425,"MULTILINESTRING ((-95.41325790599996 30.065118522000034, -95.41313650899997 30.064828500000033, -95.41300707699997 30.064579945000048, -95.41164751399998 30.06240978200003, -95.41154032699995 30.062207706000038, -95.41145469399999 30.061992373000066, -95.40976770399999 30.055577477000043, -95.40972482499996 30.055340324000042, -95.40970590199998 30.05510082400008, -95.40971032299996 30.05487170200007, -95.40973925599997 30.054610791000073))"
240,162,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0003471205493043501,"MULTILINESTRING ((-95.40981843699996 30.05427282200003, -95.40973925599997 30.054610791000073))"
241,163,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.011034078598755642,"MULTILINESTRING ((-95.41314503999996 30.064659032000066, -95.41302756399995 30.064373593000028, -95.41289992699996 30.06412434200007, -95.41178277299997 30.06233802500003, -95.41167942699997 30.062139926000043, -95.41159982999994 30.06193371300003, -95.40984413199999 30.05525078200003, -95.40980110299995 30.05501074400007, -95.40978260399999 30.054768353000043, -95.40978794699998 30.054536249000023, -95.40981843699996 30.05427282200003))"
242,164,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0001768588649433744,"MULTILINESTRING ((-95.40985997399997 30.054100910000045, -95.40981843699996 30.05427282200003))"
243,165,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.00020968259726220073,"MULTILINESTRING ((-95.40985997399997 30.054100910000045, -95.40988799399997 30.053893108000068))"
244,166,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.009720504650217813,"MULTILINESTRING ((-95.41265285599997 30.063152595000076, -95.41204858099996 30.062186024000027, -95.41196040699998 30.062009389000025, -95.41189376499995 30.061825786000043, -95.40996176299996 30.05446710600006, -95.40990784199994 30.05418448000006, -95.40988799399997 30.053893108000068))"
245,167,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.011644229906061484,"MULTILINESTRING ((-95.41265285599997 30.063152595000076, -95.41258137999995 30.06297288500008, -95.41253226399994 30.062810917000036, -95.40999492299994 30.052620369000067, -95.40996195799994 30.052441529000077, -95.40994700199997 30.05225554100008, -95.40995140299998 30.052069123000024, -95.40997792699994 30.051845711000055))"
250,172,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0008917374463483917,"MULTILINESTRING ((-95.01974449999994 29.75384800200004, -95.01987512399995 29.753767981000067, -95.01999640799994 29.753677390000064, -95.02010379499995 29.753580502000034, -95.02020345999995 29.75347172100004, -95.02028553499997 29.753362854000045, -95.020369298 29.75322810600005))"
254,176,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0004425218415672731,"MULTILINESTRING ((-95.40633339799996 30.04775464800008, -95.40633612699997 30.047557874000063, -95.40632244999995 30.04731252600004))"
255,177,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0002737573268702974,"MULTILINESTRING ((-95.40632244999995 30.04731252600004, -95.40631844299998 30.047038798000074))"
